id,name,calculated_dob,wiki_dob,mentions,tweet
DrOz,Dr. Mehmet Oz,04-09-1938,11-06-1960,[],"b'Happy 82nd birthday to my mom, who spent part of her day sitting by her beloved Bosphorus \xe2\x80\x94 and on a FaceTime call with me.   '"
DrOz,Dr. Mehmet Oz,14-08-2019,11-06-1960,['@sarabethturner'],"b'Happy 1st birthday Gigi! My youngest grandchild turns one today and is already challenging her siblings, which any youngest child knows is essential for survival. Gigi plays hard every day and takes big bites of life. Most of all, we love her bountifully. : @sarabethturner  '"
eddieizzard,Eddie Izzard,08-04-2014,07-02-1962,[],"b'Did you know by your 5th birthday, 90% of your brain has developed? Early learning is key for healthy brain development but 150 million under-fives - the world\xe2\x80\x99s most marginalised children - are still denied access to pre-primary education.  '"
elliegoulding,Ellie Goulding,28-06-2003,30-12-1986,"['@greenlightloves', '@elliegoulding', '@c']",b'RT @greenlightloves: @elliegoulding 2 years ago i got a tattoo for my 18th birthday to commemorate my favorite album forever &lt;3 drawn by @c\xe2\x80\xa6'
elliegoulding,Ellie Goulding,08-05-1926,30-12-1986,['@BBCOne'],b'RT @BBCOne: David Attenborough - this is your life. Have an AMAZING 93rd birthday!  \n\n#Attenborough #DavidAttenborough https://t.co/Ab065\xe2\x80\xa6'
elonmusk,Elon Musk,02-07-1982,28-06-1971,['@BitcoinStripper'],b'@BitcoinStripper Talulah designed that dress herself and much of my 40th birthday party. She is a party genius. '
EmilyOsment,Emily Osment,04-12-1991,10-03-1992,['@hallmarkchannel'],b'RT @hallmarkchannel: Will Leah\xe2\x80\x99s wishes come true for her 30th birthday?  Tune in TONIGHT at 8/7c for the all new holiday movie #AVeryMerr\xe2\x80\xa6'
EmilyOsment,Emily Osment,06-05-1990,10-03-1992,['@AsteriskTour'],"b'RT @AsteriskTour: 30th birthday, for Jose Altuve\n\nHope you have a bad one!  '"
Eminem,Marshall Mathers,17-06-2008,17-10-1972,[],b'Happy birthday 2Pac. We miss you.'
EvaLongoria,Eva Longoria Baston,29-06-2003,15-03-1975,[],"b""Today is my angel Jinxy's 14th birthday! He's my old man now but he still makes me smile everyday. I you Jinxy! #JinxyBday  """
FarOutAkhtar,Farhan Akhtar,29-08-2008,09-01-1974,[],b'Happy 10th birthday to all Magikians within the film and among the audiences. Big big hug.  '
Fearnecotton,fearne cotton,07-02-2013,03-09-1981,[],"b'The kids and I packed a lot in today. Monkey music, a work meeting, a 4th birthday party and of course some baking. Feeling very grateful '"
FLOTUS,Jill Biden,01-07-2019,03-06-1951,['@AshishKJha46'],"b'Happy, happy birthday, Henry! \n\nI am so glad @AshishKJha46 and I could be here to celebrate your COVID-19 vaccine \xe2\x80\x94 and your 3rd birthday!  '"
FLOTUS,Jill Biden,10-06-1921,03-06-1951,[],"b'We are holding the entire Royal Family in our hearts today, and wishing them peace and comfort on what would have been Prince Philip\xe2\x80\x99s 100th birthday.'"
FrencHMonTanA,French Montana,12-12-1996,09-11-1984,"['@lanaaa_7', '@diddy', '@FrencHMonTanA', '@djkhaled', '@C']","b'RT @lanaaa_7: CANT WAIT TO DRINK THIS \nAPRIL 26, 2018 for my 21st birthday!!! @diddy @FrencHMonTanA @djkhaled #cirocfrenchvanilla #ciroc @C\xe2\x80\xa6'"
GarethBale11,Gareth Bale,21-10-2012,16-07-1989,[],"b""Can't believe it was 4 years ago that this little princess came in to my life. So blessed to have you. Happy 4th birthday Alba   """
GaryBarlow,Gary Barlow,21-10-2010,20-01-1971,['@robbiewilliams'],"b'Happy 10th birthday to our little ditty \xe2\x80\x9cShame\xe2\x80\x9d @robbiewilliams ! It all started in California in the Summer of 2009, such a wonderful time getting to know my old friend again.  '"
GaryLineker,Gary Lineker,07-07-1952,30-11-1960,['@Kasparov63'],"b'RT @Kasparov63: Putin wants to have a victory party for his 70th birthday on Oct 7. He wants control of Luhansk and Donetsk, to occupy and\xe2\x80\xa6'"
GiulianaRancic,Giuliana Rancic,22-12-1994,17-08-1974,"['@lexigiannini', '@GiulianaRancic', '@RPMItalianChi', '@ColetAbedi']","b""RT @lexigiannini: @GiulianaRancic @RPMItalianChi @ColetAbedi I am here it's my 21st birthday! This is my favorite Restaurant! https://t.co/\xe2\x80\xa6"""
GiulianaRancic,Giuliana Rancic,29-08-2012,17-08-1974,[],b'My little boy today on his 3rd birthday.  Thank you for teaching me what life is really about. Even\xe2\x80\xa6  '
GNev2,Gary Neville,22-05-1946,18-02-1975,['@ManUtd'],b'RT @ManUtd:   \n\nOur thoughts are with the family and friends of George Best on what would have been his 76th birthday. https://t.c\xe2\x80\xa6'
GNev2,Gary Neville,18-05-1942,18-02-1975,['@ManUtd'],"b""RT @ManUtd: Thinking of Nobby and the Stiles family on what would have been the United legend's 80th birthday.\n\nA totemic figure of our his\xe2\x80\xa6"""
GordonRamsay,Gordon Ramsay,31-12-1999,08-11-1966,[],"b'Happy 22nd birthday to our incredible twins , have a great day Jack love you best mate Holly congrats on a incredible year love you Dad   '"
GordonRamsay,Gordon Ramsay,04-04-2019,08-11-1966,[],b'Happy 2nd birthday to you Oscar !! Love you so much daddy   '
GordonRamsay,Gordon Ramsay,02-03-2018,08-11-1966,['@CaesarsPalace'],b'The perfect three to celebrate the 1st birthday of #GRHellsKitchen at @CaesarsPalace !  '
greysonchance,Greyson Chance,08-02-2019,16-08-1997,[],"b'happy 2nd birthday to my baby, shut up. \nyou all have streamed it 54 million times, and that continues to blow my mind. thank you , endlessly, and forever   '"
HARDWELL,Hardwell,07-01-1998,07-01-1988,[],"b""This was exactly ten years ago now, such great times! In 2009 I spent my 21st birthday in Suriname and today, I'm celebrating my 31st in Curacao. Thanks for all the Bday wishes   #StoryOfHardwell  """
HARDWELL,Hardwell,06-01-1998,07-01-1988,[],"b'Celebrating my 21st birthday in Surinam, visiting Miami WMC and launching Revealed Recordings. It all happened in 2009. #StoryOfHardwell  '"
heidiklum,Heidi Klum,09-04-2009,01-06-1973,['@NBCParksandRec'],"b'Happy 10th birthday @NBCParksandRec! In honor of today, I\xe2\x80\x99ll make you a goat cheese statue  #UleeDanssen #ParksAndRec  '"
henrygayle,Chris Gayle,20-04-2016,21-09-1979,[],b'Happy birthday my love krisallyna333 - 2nd birthday in India  Daddy wish you many more   '
HilaryDuff,Hilary Duff,20-03-2012,28-09-1987,[],b'You....are magic my little big boy happy 4th birthday  my heart just explodes for you   '
hitRECordJoe,Joseph Gordon-Levitt,09-10-1949,17-02-1981,[],"b""In case you were wondering, this photo of Albert Einstein was taken by Arthur Sasse in 1951 at Einstein's 72nd birthday party..    """
hollywills,Holly Willoughby,02-07-1952,10-02-1981,"['@pride', '@itv']","b'The sun is shining down on @pride London today\xe2\x80\xa6 If you are going, have the best time\xe2\x80\xa6 wish I was with my @itv family today at the parade but it\xe2\x80\x99s my dads 70th birthday celebration this weekend\xe2\x80\xa6 enjoy! #pride #lgbtq   '"
hollywills,Holly Willoughby,03-10-1988,10-02-1981,"['@thismorning', '@baarandbass']",b'Happy 30th birthday @thismorning thank you for letting me be part of your story... it\xe2\x80\x99s a real honour...  Today\xe2\x80\x99s party look! ...dress by @baarandbass shoes gianvitorossi #hwstyle  '
hollywills,Holly Willoughby,01-10-1988,10-02-1981,['@thismorning'],b'Just wow! @thismorning celebrating its 30th birthday in Times Square!   '
hollywills,Holly Willoughby,01-10-1988,10-02-1981,"['@thismorning', '@joanieclothing', '@lkbennettlondon']","b'What a week for @thismorning this is going to be 30th birthdays, weddings and Bafta\xe2\x80\x99s! ... todays look... dress @joanieclothing shoes @lkbennettlondon #hwstyle  '"
hollywills,Holly Willoughby,21-09-1988,10-02-1981,"['@thismorning', '@dailymail', '@nickyjphoto']",b'Celebrating our @thismorning 30th birthday in style with @dailymail ... photography @nickyjphoto   '
hollywills,Holly Willoughby,29-09-2014,10-02-1981,[],"b""If you can't be face down in a ball pool on your 3rd birthday when can you be...? 3 is the magic\xe2\x80\xa6  """
hollywills,Holly Willoughby,11-05-2009,10-02-1981,[],b'Happy 7th birthday to my gorgeous boy Harry this calls for a New kit and football! Love you\xe2\x80\xa6  '
hollywills,Holly Willoughby,29-09-2014,10-02-1981,[],b'Happy 1st birthday to our gorgeously perfect wonderfully beautiful Chester... Where did that year go?!!! http://t.co/MHczGvIo3h'
iamjamiefoxx,Jamie Foxx,01-05-2010,13-12-1967,['@iTunesMovies'],b'.@iTunesMovies Shes so excited. We actually got the call that I was going to be in the movie during her 4th birthday which was...#AskElectro'
IAmJericho,Chris Jericho,07-07-2001,09-11-1970,"['@JoannaHudson', '@IAmJericho', '@Inside_TheRopes']",b'RT @JoannaHudson: @IAmJericho @Inside_TheRopes Thank you for making his 21st birthday gift so amazing!! xx  '
IAmJericho,Chris Jericho,14-02-1990,09-11-1970,"['@matt_pocalypse', '@FOZZYROCK', '@IAmJericho']",b'RT @matt_pocalypse: Listening to @FOZZYROCK #judas @IAmJericho on my 32nd birthday   '
IAMJHUD,Jennifer Hudson,25-03-1942,12-09-1981,[],b'Happy heavenly 80th birthday to the Queen of Soul .  '
IAMJHUD,Jennifer Hudson,16-09-1981,12-09-1981,"['@nycwax', '@SummitOV']",b'Celebrating my 40th birthday with the unveiling of my official Madame Tussauds wax figure felt like a dream! Such a huge honor! Thank you so much to everyone who came out to help me celebrate !\n\n@nycwax #WorldsGreatestWaxMuseum\n@SummitOV #summitOV  '
IAMJHUD,Jennifer Hudson,17-06-1925,12-09-1981,[],"b'Today is my late grandmother 96th birthday. Without Julia Kate Hudson, there would be no Jennifer Kate Hudson! I got my voice from her &amp; live on her prayers today! I know u r walking around heaven singing all day with all the other greats! Happy birthday from Jenny Kate.  '"
IAMJHUD,Jennifer Hudson,22-01-1931,12-09-1981,['@OfficialSCooke'],b'Today I would love to celebrate the late @OfficialSCooke on what would have been his 90th birthday . He forever changed the world through his music and it is an honor to sing it. Rest in power! #ToastToSamCooke  '
IAMJHUD,Jennifer Hudson,10-08-2009,12-09-1981,[],"b'Happy 11th birthday my baby !!!!!! Oh now yal know how mommy\xe2\x80\x99s do ! I will be having a munch moment all day ! Pic by pix and moment , by moment !!! My MVP ! Team jhud can yal help wish Lil David a very blessed and\xe2\x80\xa6  '"
IAMJHUD,Jennifer Hudson,17-06-1925,12-09-1981,[],"b'Today would have been my late grandmother Julia Kate hudson 95th birthday ! She is who it is said that  I got my voice from ! My mother\xe2\x80\x99s mother ! Because of you , I sing today and it is  your prayers , we live off\xe2\x80\xa6  '"
IAMJHUD,Jennifer Hudson,14-08-2001,12-09-1981,[],b'And just like that ! It\xe2\x80\x99s Hatch day !! Happy 18th birthday to my late nephew #juliandking #rip #classof2019  '
IAMJHUD,Jennifer Hudson,06-08-1989,12-09-1981,['@sincerelylogan_'],b'Happy birthday @sincerelylogan_  ! Old as hell now!! Yep .\nI threw myself in the middle of your moment cuz u be in the back of my every photo ! Happy 30th birthday ! Love u!!!!!!! Here at JHud productions we\xe2\x80\xa6  '
IAMJHUD,Jennifer Hudson,15-05-1981,12-09-1981,['@wallybean1'],b'I\xe2\x80\x99m a lil late but happy belated  37th birthday to @wallybean1 . my\xe2\x80\xa6  '
IAMJHUD,Jennifer Hudson,23-10-1977,12-09-1981,['@juleyah'],"b'A big Happy 40th birthday to my big sis , the original Jhud @juleyah ! Omg we getting old as\xe2\x80\xa6  '"
IAMJHUD,Jennifer Hudson,10-08-2009,12-09-1981,[],b'Happy 8th birthday my baby !!! Mommy loves you !!  '
IAMQUEENLATIFAH,Queen Latifah,25-02-1931,18-03-1970,[],"b'Everyone help me wish the legendary Clarence Avant a happy 90th birthday  You have done so much for our music, culture, and civil rights. We love and appreciate you. I hope that on this milestone birthday you have an amazing day, an even better year, and the best decade yet   '"
IAMQUEENLATIFAH,Queen Latifah,03-08-1926,18-03-1970,['@itstonybennett'],"b'Happy 94th birthday to my friend the legendary @itstonybennett  50 years ago you recorded #TheBestIsYetToCome and that message is as important today as it was 5 decades ago. Thank you for your positivity, friendship, and music   '"
IAMQUEENLATIFAH,Queen Latifah,06-07-1993,18-03-1970,[],b'My 18 year old cousin Breyana sang this for Breonna Taylor on what would have been her 27th birthday. It has been a month since then and Breonna\xe2\x80\x99s killers have not been charged. Call the KY AG Daniel Cameron at 502-696-5300 and demand he charge the officers. #JusticeForBreonna   '
IAMQUEENLATIFAH,Queen Latifah,31-10-2017,18-03-1970,[],b'Happy 1st birthday to my sweet boy who is ready for his first #Halloween!  '
IAMQUEENLATIFAH,Queen Latifah,25-09-1968,18-03-1970,[],"b'Happy 50th birthday to my amazing friend Will Smith and good luck, I will be watching you jump out of that helicopter!   '"
IAMQUEENLATIFAH,Queen Latifah,08-12-2001,18-03-1970,"['@Itss_niakay', '@Itss_niakay']",b'@Itss_niakay Happy 16th birthday @Itss_niakay!'
IAmSteveHarvey,Steve Harvey,18-01-1957,17-01-1957,"['@vaultempowers', '@IAmSteveHarvey']","b'RT @vaultempowers: Happy 65th birthday to our founder, @IAmSteveHarvey   '"
IAmSteveHarvey,Steve Harvey,18-01-1957,17-01-1957,"['@MagicJohnson', '@IAmSteveHarvey']",b'RT @MagicJohnson: Happy 65th birthday to my boy @IAmSteveHarvey!  '
IAmSteveHarvey,Steve Harvey,16-01-1929,17-01-1957,['@BerniceKing'],"b'RT @BerniceKing: A favorite photo of my parents. What a genuine, joyful smile. And I wanted to share it with you on Daddy\xe2\x80\x99s 93rd birthday.\xe2\x80\xa6'"
iamwill,will.i.am,26-03-2009,15-03-1975,"['@beckyjlovett', '@iamwill']",b'RT @beckyjlovett: @iamwill please retweet for Alfies 7th birthday tommorow xx  '
iamwill,will.i.am,28-03-2009,15-03-1975,"['@beckyjlovett', '@iamwill']",b'RT @beckyjlovett: @iamwill #willtvselfie please retweet for Alfies 6th birthday http://t.co/fXXSYomGqC'
IanMcKellen,Ian McKellen,18-08-1941,25-05-1939,"['@artscultureBSBD', '@IanMcKellen', '@NPGLondon']",b'RT @artscultureBSBD: Alum @IanMcKellen is today\xe2\x80\x99s @NPGLondon #portraitoftheday. Our pupils surprised the actor as part of his 80th birthday\xe2\x80\xa6'
IanMcKellen,Ian McKellen,17-09-1939,25-05-1939,"['@NationalTheatre', '@IanMcKellen']",b'RT @NationalTheatre: Thank you to @IanMcKellen and everyone who attended the Gala performance of his landmark 80th birthday tour in the Oli\xe2\x80\xa6'
IanMcKellen,Ian McKellen,14-06-1939,25-05-1939,[],"b'I\xe2\x80\x99ll soon be back in London, extending my 80th birthday tour with a limited season in the West End, raising funds for theatre charities. For each performance at the Harold Pinter Theatre there will be 80 tickets at just \xc2\xa310. Tickets at    '"
IanMcKellen,Ian McKellen,30-05-1939,25-05-1939,['@TheRealLukevans'],"b'RT @TheRealLukevans: Last night in Bolton, we got to surprise this incredible man for his 80th birthday. A magical night, full of laughter,\xe2\x80\xa6'"
IanMcKellen,Ian McKellen,30-05-1939,25-05-1939,"['@GoldDerby', '@IanMcKellen']","b'RT @GoldDerby: Happy 80th birthday to the great Sir @IanMcKellen! Tour our new photo gallery featuring his 12 greatest film performances, r\xe2\x80\xa6'"
IanMcKellen,Ian McKellen,07-03-1939,25-05-1939,"['@dukeofyorksLDN', '@IanMcKellen']",b'RT @dukeofyorksLDN: Today\xe2\x80\x99s the day! @IanMcKellen is performing his 80th birthday celebration TWICE! There are limited last minute tickets\xe2\x80\xa6'
IanMcKellen,Ian McKellen,25-02-1939,25-05-1939,"['@royalcourt', '@IanMcKellen']",b'RT @royalcourt: Our Front of House team had the pleasure of helping @IanMcKellen celebrate his 80th birthday last week as he brought his so\xe2\x80\xa6'
IanMcKellen,Ian McKellen,26-01-1939,25-05-1939,"['@sosh_uk', '@SpaceArtsCentre', '@IanMcKellen']",b'RT @sosh_uk: Truly incredible night @SpaceArtsCentre kicking off @IanMcKellen 80th birthday tour. Felt like we were in his living room and\xe2\x80\xa6'
IanMcKellen,Ian McKellen,09-11-1938,25-05-1939,[],b'I\xe2\x80\x99m celebrating my 80th birthday next year by touring a new solo show to UK theatres I know well and a few that I don\xe2\x80\x99t. I open at my local arts centre in January and end up by August in Orkney.\n\nMore at    '
IanMcKellen,Ian McKellen,30-05-2008,25-05-1939,['@WetaWorkshop'],b'RT @WetaWorkshop: Richard &amp; Tania unveil a few of the rare treats inside our 10th birthday boxes!   #WetaCaveBirthday\xe2\x80\xa6'
IanMcKellen,Ian McKellen,27-11-1967,25-05-1939,[],b'A very famous face turned up to help the Octagon celebrate its 50th birthday  '
icecube,Ice Cube,23-08-1978,15-06-1969,"['@espn', '@SnoopDogg']",b'RT @espn: .@SnoopDogg helps us remember Kobe Bryant on his 42nd birthday.  '
icecube,Ice Cube,06-07-1993,15-06-1969,['@IAMQUEENLATIFAH'],b'RT @IAMQUEENLATIFAH: My 18 year old cousin Breyana sang this for Breonna Taylor on what would have been her 27th birthday. It has been a mo\xe2\x80\xa6'
icecube,Ice Cube,25-06-2002,15-06-1969,['@NAACP_LDF'],b'RT @NAACP_LDF: Today should have been Tamir Rice\xe2\x80\x99s 18th birthday. #BlackLivesMatter  '
iHrithik,Hrithik Roshan,06-09-1949,10-01-1974,[],b'The best part about being his son is he still inspires me to believe in the impossible potential inside myself. \n\nHappy 72nd birthday papa  \nWish I grow to be as strong and young as you   '
iHrithik,Hrithik Roshan,07-09-1949,10-01-1974,[],"b'This sunday was Dads 71st birthday. We, his family with all our idiosyncrasies ended up having a GREAT time . \nI think that sentence says a lot. \nI suspect we are all growing up.  '"
iHrithik,Hrithik Roshan,22-10-1995,10-01-1974,['@RakeshRoshan_N'],"b'RT @RakeshRoshan_N: 1st launch of Kaabil, 1st day on Twitter and 21st birthday of pinky.What a day.(glad atleast on d outside we look like\xe2\x80\xa6'"
iHrithik,Hrithik Roshan,06-07-2014,10-01-1974,['@anjaliexceed'],b'Happy birthday 2mydear @anjaliexceed thank u 4being such a fantastic part of my journey. #heartfelt #sheisarockstar  '
ImRo45,Rohit Sharma,20-12-1986,30-04-1987,['@ritssajdeh'],b'Happy 26th birthday @ritssajdeh'
itsgabrielleu,Gabrielle Union,12-06-2007,29-10-1972,[],b'Best day!! So glad we were able to create a special day for her 13th birthday  She was surrounded by love and had the best time!   '
jackwhitehall,Jack Whitehall,12-09-1993,07-07-1988,['@NiallOfficial'],"b""RT @NiallOfficial: Tomorrow is my 26th birthday - I'm so thankful to those of you that want to celebrate with me and send birthday wishes a\xe2\x80\xa6"""
jamesmaslow,James Maslow,17-07-1990,16-07-1990,['@SolarGard'],b'Happy 30th birthday to me!!!  HUGE shoutout to my guys tintfactoryla for making my teslamotors Model Y a one of a kind! Between the incredible wrap and the brand new XenithIR @SolarGard tint I can\xe2\x80\x99t stop staring\xe2\x80\xa6  '
JanetJackson,Janet Jackson,05-06-1993,16-05-1966,[],b'SAY HER NAME  Breonna Taylor\xe2\x80\x99s 27th birthday is today.  \xe2\x81\xa3\n\xe2\x81\xa3\n \n#JusticeforBreonnaTaylor\n#SayHerName\xe2\x81\xa3 \n\xe2\x81\xa3\nShared from IG: ontheqtrain  '
JanetJackson,Janet Jackson,17-05-1966,16-05-1966,"['@fusetv', '@JanetJackson']","b'RT @fusetv: On her 53rd birthday, we\xe2\x80\x99re looking back at some of the dopest contributions @JanetJackson has made in music and culture. #TBT\xe2\x80\xa6'"
JanetJackson,Janet Jackson,17-05-1966,16-05-1966,"['@Essence', '@JanetJackson']","b'RT @Essence: She is the prototype. Happy 53rd birthday to one of the greatest entertainers of our time, @JanetJackson.  https://t.co/0m999\xe2\x80\xa6'"
Jason_Aldean,Jason Aldean,19-06-1987,28-02-1977,[],b'Happy 32nd birthday to this beauty ! Thanks for being who you are. I love u so much and couldn\xe2\x80\x99t imagine life without ya.  '
JENNIWOWW,JWOWW,05-05-2016,27-02-1986,['@greysonmathews'],b'Happy 5th birthday to my beautiful son @greysonmathews  thank you for choosing me as your mommy. You complete me.  '
JENNIWOWW,JWOWW,15-05-2016,27-02-1986,[],b'Had the best day celebrating Greyson\xe2\x80\x99s 4th birthday  check out my new YouTube video to see how we spent his special day    '
jessicaalba,Jessica Alba,18-01-2012,28-04-1981,['@Honest'],"b""RT @Honest: We're celebrating our 1st birthday by giving away EXCLUSIVE Honest totes! Show us your fave moments from our 1st year to ent ..."""
jessicaalba,Jessica Alba,17-01-2012,28-04-1981,"['@PMK_BNC', '@Honest', '@jess']","b'RT @PMK_BNC: Wishing @Honest a happy 1st birthday! To celebrate, all shipping on orders is only $1 today: http://t.co/kaLz3LBp cc: @jess ...'"
jessicaalba,Jessica Alba,17-01-2012,28-04-1981,['@Honest'],"b'RT @Honest: Honest is 1! To celebrate our 1st birthday (&amp; all our fabulous friends!), shipping on shop orders is only $1 today: http ...'"
jessicaalba,Jessica Alba,17-01-2012,28-04-1981,['@Honest'],"b""RT @Honest: As we approach our 1st birthday, we're taking a moment to look back &amp; celebrate many milestones &amp; memories: http://t ..."""
JessicaSimpson,Jessica Simpson,08-05-1932,10-07-1980,[],"b""My heart feels so full after celebrating Nana's 85th birthday in McGregor, Texas this weekend #homesweethome #familyis  """
JessicaSimpson,Jessica Simpson,20-09-2007,10-07-1980,[],b'Happy 8th birthday Dylan! You taught me the truth of love at the very moment you were born. #godson\xe2\x80\xa6  '
JessieJ,Jessie J,24-03-1988,27-03-1988,[],b'At midnight on the 24th it was Eduardos 30th birthday and on the journey we had midnight through 3 time zones  I sang to him 3 times in 3 different time ones and then when we landed it was 3am in Orlando. We kept going back in time. LONGEST BIRTHDAY EVER!!!'
JHarden13,James Harden,12-07-1995,26-08-1989,"['@EffTheHype_', '@JHarden13']","b""RT @EffTheHype_: Hey @JHarden13 ! Can I have a RT? Today is my 17th birthday, and I'm a huge fan! I even have a picture with you!  http: ..."""
JHarden13,James Harden,11-07-1996,26-08-1989,"['@JustBferris', '@JHarden13']","b'Happy bday! RT @JustBferris: @JHarden13 hey james, today is my 16th birthday, could you wish me a happy birthday?'"
JHarden13,James Harden,13-03-1988,26-08-1989,"['@AJPhenomenal1', '@JHarden13']",b'Happy Bday! RT @AJPhenomenal1: @JHarden13 Yo James! Today is my 24th birthday. Could a big Thunder fam get a happy bday tweet? #ThunderUp'
JimGaffigan,Jim Gaffigan,02-05-2004,07-07-1966,[],"b'It\xe2\x80\x99s my perfect Marre\xe2\x80\x99s 16th birthday today.  Tonight was supposed to be a big party.  Instead of gifts she asked for donations to build a computer lab for girls in India.  Yes, she\xe2\x80\x99s that amazing.  Swipe right to\xe2\x80\xa6  '"
jimmyfallon,Jimmy Fallon,02-03-2000,19-09-1974,[],b'My friend had a fake ID that he used at the same bar for over a year. He went there for his 21st birthday and smiled as he showed them his real ID. They kicked him out and banned him for life. #RealLifePlotTwist'
jimmyfallon,Jimmy Fallon,19-01-2003,19-09-1974,[],"b'My friend asked his parents for a BMW. When he went outside on his 18th birthday they said, \xe2\x80\x9cJust like you asked - a Brown Midsize Wagon!\xe2\x80\x9d #MyWorstCar'"
jimmyfallon,Jimmy Fallon,13-04-1916,19-09-1974,['@nypl'],"b""RT @nypl: Happy birthday Beverly Cleary! In honor of her 104th birthday, we're sharing some of our favorite books she has written. https://\xe2\x80\xa6"""
jimmykimmel,Jimmy Kimmel,21-04-2017,13-11-1967,"['@ChildrensLA', '@CedarsSinai']","b""Happy 5th birthday to our little nut. We\xe2\x80\x99re eternally grateful to the brilliant doctors &amp; nurses at @ChildrensLA &amp; @CedarsSinai for saving Billy's life &amp; to those of you whose donations &amp; prayers meant everything. Please support families who need help:    """
jimmykimmel,Jimmy Kimmel,12-04-1947,13-11-1967,['@Letterman'],"b'Happy 75th birthday to David \xe2\x80\x9cDave\xe2\x80\x9d @Letterman - the best and funniest talk show host ever, whether he likes it or not, and my favorite new YouTuber    '"
jimmykimmel,Jimmy Kimmel,14-09-1971,13-11-1967,['@CousinMicki'],"b'Happy 50th birthday @CousinMicki! Love, Jimmy (the human one)  '"
jimmykimmel,Jimmy Kimmel,27-07-1922,13-11-1967,['@TheNormanLear'],"b'Happy 99th birthday to my\xc2\xa0hero and friend @TheNormanLear, whose genius and kindness are still unmatched  '"
jimmykimmel,Jimmy Kimmel,08-10-1970,13-11-1967,[],b'Happy 50th birthday dummy  '
jimmykimmel,Jimmy Kimmel,27-07-1922,13-11-1967,['@TheNormanLear'],"b'Happy 98th birthday to a bonafide national treasure - the brilliant writer, producer, activist, fighter pilot and solid gold human being @TheNormanLear - we are all lucky you inhabit this world'"
jimmykimmel,Jimmy Kimmel,21-04-2017,13-11-1967,"['@MollyMcNearney', '@ChildrensLA']","b'Happy 3rd birthday to our sweet &amp; strong Billy. Thanks to the heroic doctors, nurses &amp; respiratory therapists who saved his life &amp; countless others. My wife @MollyMcNearney &amp; I are donating 1,000 masks to @ChildrensLA. Your donation will be MATCHED here:    '"
jimmykimmel,Jimmy Kimmel,12-12-1979,13-11-1967,"['@KevinHart4Real', '@TheRock']","b'.@KevinHart4Real on staying away from transportation, his sort-of #BFF @TheRock &amp; his crazy 40th birthday\xe2\x80\xa6\n '"
jimmykimmel,Jimmy Kimmel,05-09-1929,13-11-1967,['@BobNewhart'],b'Wishing a very happy 90TH birthday to one of the funniest and kindest men who ever graced this earth.  The great @BobNewhart - we love you Bob  '
jimmykimmel,Jimmy Kimmel,16-08-1939,13-11-1967,[],"b""We celebrated my Aunt Chippy's 80th birthday the worst possible way  """
jimmykimmel,Jimmy Kimmel,21-04-2017,13-11-1967,"['@CedarsSinai', '@ChildrensLA']",b'Happy 2nd birthday to our little #Easter buddy Billy. We are grateful always to the nurses and doctors at @CedarsSinai &amp; @ChildrensLA who saved his life and all of you who prayed &amp; sent positive thoughts our way. #HappyEaster  '
jimmykimmel,Jimmy Kimmel,28-09-1998,13-11-1967,['@Google'],"b""For @Google's 20th birthday, a look at what life would be like without it...  """
jimmykimmel,Jimmy Kimmel,11-07-2014,13-11-1967,[],"b'On her 4th birthday, my daughter learned hard lessons about pinatas and life... #PAWPatrol  '"
jimmykimmel,Jimmy Kimmel,14-03-1948,13-11-1967,['@BillyCrystal'],b'Happy 70th birthday to the Oscars host against whom all others are measured - the great @BillyCrystal #YouLookMarvelous'
jimmykimmel,Jimmy Kimmel,01-02-1958,13-11-1967,['@TheEllenShow'],b'Happy 60th birthday to the funny and wonderful (AKA funderful) Ellen!  I have a shiny and horrific surprise for you today on @TheEllenShow'
jimmykimmel,Jimmy Kimmel,14-11-1967,13-11-1967,[],"b'On my 50th birthday, a big surprise show tonight featuring surprise guests, surprise surprises and other things that concern me'"
JKCorden,James Corden,25-06-2009,22-08-1978,['@NTLive'],"b""RT @NTLive: It's our 10th birthday today! Did we mention...? Ahem.\n\nWe've worked with some incredible actors and creatives over the past #1\xe2\x80\xa6"""
JKCorden,James Corden,30-10-2008,22-08-1978,"['@Ritaora', '@LiamPayne', '@RudimentalUK', '@westfieldlondon']","b'On Tuesday 30th October I\xe2\x80\x99ll be hosting @Ritaora, @LiamPayne &amp; @RudimentalUK for @westfieldlondon 10th birthday . The doors open at 6pm and the show starts at 6.30pm at Westfield Square  '"
jk_rowling,J.K. Rowling,05-07-2016,31-07-1965,[],"b'Jessie, this is a wonderful map of Cornucopia! I hope you have a fantastic 4th birthday when it arrives!  #TheIckabog  '"
jk_rowling,J.K. Rowling,27-05-2007,31-07-1965,[],"b""I love how you've drawn the Ickabog as though it's in a naturalist's textbook. Happy 13th birthday!      """
jk_rowling,J.K. Rowling,10-05-1996,31-07-1965,[],"b'Happy 24th birthday, Antonio. Your English is excellent!   '"
jk_rowling,J.K. Rowling,05-05-2002,31-07-1965,[],"b""Happy 18th birthday, Ellen! Hope you have a wonderful day and with luck, you'll be able to see Cursed Child when we start back up again   """
jk_rowling,J.K. Rowling,12-04-1990,31-07-1965,[],b'Happy 30th birthday! I hope the heartbreak mends x  '
